index,Litres
0,38585.773
1,34559.61
2,41752.51
3,28353.742
4,28907.523
5,37242.227
6,42460.465
7,29146.572
8,36004.8
9,40163.812
10,44142.207
11,33361.215
12,33798.76
13,41176.836
14,38684.03
15,51174.58
16,32449.201
17,37105.36
18,41056.03
19,37568.664
20,38199.01
21,40684.062
22,54343.793
23,44401.17
24,47174.03
25,51902.008
26,56546.45
27,52723.145
28,54637.61
29,55243.465
30,57550.363
31,73322.14
32,62747.49
33,60081.12
34,52684.246
35,47914.42
36,51989.492
37,54437.145
38,38963.508
39,48202.582
40,42533.215
41,52651.152
42,53717.445
43,59524.934
44,49573.58
45,58580.973
46,47056.215
47,49969.75
48,48187.605
49,44766.37
50,54336.793
51,46829.1
52,32564.021
53,38832.418
54,43257.97
55,40035.535
56,35727.066
57,37592.117
58,42321.41
59,39716.81
60,43856.38
61,46344.15
62,52696.06
63,46036.098
64,46805.176
65,51587.973
66,48269.703
67,56951.035
68,41921.484
69,48076.426
70,40473.977
71,38098.89
72,34900.17
73,39242.867
74,70352.27
75,52315.53
76,60730.46
77,60941.207
78,61073.02
79,54699.09
80,65694.93
81,64861.023
82,75028.57
83,80779.766
84,96892.52
85,90715.016
86,67595.33
87,60116.22
88,55634.184
89,54556.94
90,49666.906
91,47193.16
92,48390.855
93,44331.23
94,39276.445
95,37762.57
96,41243.402
97,36763.887
98,40254.74
99,33885.363
100,41939.156
101,30850.814
102,48313.836
103,48576.547
104,27637.516
105,25449.148
106,26309.072
107,22825.363
108,11092.797
109,17458.291
110,19714.787
111,18115.979
112,23184.863
113,29646.766
114,27551.545
115,21677.887
116,19457.744
117,25914.17
118,20038.695
119,25707.133
120,25990.703
121,32088.307
122,27071.799
123,21955.201
124,23541.703
125,24014.629
126,39913.19
127,49606.82
128,40824.797
129,28756.986
130,38303.445
131,29769.883
132,35011.465
133,34278.863
134,30921.502
135,38857.34
136,70282.83
137,101098.055
138,60732.547
139,32778.51
140,18559.865
141,21012.098
142,7675.0615
143,12306.775
144,15202.994
145,12954.764
146,15909.0205
147,11383.474
148,8985.472
149,31793.885
150,22139.209
151,10881.169
152,9745.052
153,20202.42
154,37209.94
155,41137.38
156,18072.504
157,22935.254
158,29178.283
159,12357.14
160,14627.119
161,19401.135
162,29191.537
163,16558.318
164,22643.988
165,21080.902
166,23714.957
167,20577.137
168,19836.31
169,27170.635
170,24002.574
171,28318.244
172,23129.645
173,24963.174
174,28187.57
175,23373.193
176,21686.113
177,24273.639
178,56772.92
179,41214.508
180,49780.742
181,37239.12
182,46424.094
183,42891.77
184,54087.348
185,54275.582
186,60002.195
187,69482.03
188,61937.582
189,57821.375
190,50233.504
191,34011.53
192,27395.193
193,41141.953
194,31362.23
195,36385.516
196,30025.021
197,29755.613
198,23558.143
199,24574.111
200,32740.002
201,23701.45
202,33888.098
203,25048.543
204,23341.576
205,15506.212
206,38510.816
207,42563.082
208,21113.115
209,26346.584
210,27630.484
211,19366.605
212,7818.133
213,19627.959
214,33192.254
215,23601.686
216,14313.163
217,15640.62
218,53616.65
219,40378.895
220,16902.562
221,33403.727
222,24148.047
223,35353.492
224,12270.072
225,21637.752
226,25021.611
227,23354.48
228,25207.574
229,16835.166
230,20673.719
231,20382.344
232,41313.547
233,40030.11
234,40050.883
235,33562.773
236,32806.348
237,31222.154
238,45104.566
239,38143.71
240,49213.004
241,50327.402
242,21546.395
243,24745.426
