index,Litres
0,32154.809
1,28799.672
2,34793.758
3,23628.117
4,24089.602
5,31035.188
6,35383.72
7,24288.809
8,30003.998
9,33469.844
10,36785.17
11,27801.012
12,28165.633
13,34314.027
14,32236.691
15,42645.48
16,27041.0
17,30921.133
18,34213.36
19,31307.219
20,31832.51
21,33903.383
22,45286.492
23,37000.977
24,39311.69
25,43251.67
26,47122.04
27,43935.953
28,45531.34
29,46036.22
30,47958.633
31,61101.78
32,52289.57
33,50067.598
34,43903.535
35,39928.684
36,43324.574
37,45364.285
38,32469.59
39,40168.816
40,35444.344
41,43875.957
42,44764.535
43,49604.11
44,41311.312
45,48817.477
46,39213.51
47,41641.457
48,40156.336
49,37305.31
50,45280.66
51,39024.25
52,27136.684
53,32360.348
54,36048.305
55,33362.945
56,29772.555
57,31326.762
58,35267.84
59,33097.34
60,36546.98
61,38620.12
62,43913.38
63,38363.414
64,39004.312
65,42989.977
66,40224.75
67,47459.195
68,34934.57
69,40063.688
70,33728.312
71,31749.074
72,29083.475
73,32702.387
74,58626.895
75,43596.273
76,50608.715
77,50784.336
78,50894.18
79,45582.574
80,54745.773
81,54050.85
82,62523.805
83,67316.47
84,80743.766
85,75595.84
86,56329.438
87,50096.848
88,46361.816
89,45464.117
90,41389.086
91,39327.633
92,40325.71
93,36942.69
94,32730.371
95,31468.809
96,34369.5
97,30636.57
98,33545.613
99,28237.803
100,34949.297
101,25709.012
102,40261.527
103,40480.453
104,23031.262
105,21207.623
106,21924.227
107,19021.135
108,9243.997
109,14548.575
110,16428.988
111,15096.647
112,19320.719
113,24705.637
114,22959.62
115,18064.904
116,16214.786
117,21595.14
118,16698.912
119,21422.61
120,21658.918
121,26740.254
122,22559.832
123,18296.0
124,19618.086
125,20012.19
126,33260.992
127,41339.016
128,34020.664
129,23964.154
130,31919.535
131,24808.234
132,29176.219
133,28565.717
134,25767.918
135,32381.115
136,58569.023
137,84248.375
138,50610.453
139,27315.426
140,15466.554
141,17510.08
142,6395.8843
143,10255.6455
144,12669.161
145,10795.636
146,13257.517
147,9486.228
148,7487.893
149,26494.902
150,18449.34
151,9067.641
152,8120.876
153,16835.35
154,31008.283
155,34281.15
156,15060.419
157,19112.71
158,24315.234
159,10297.616
160,12189.266
161,16167.612
162,24326.28
163,13798.599
164,18869.99
165,17567.418
166,19762.463
167,17147.613
168,16530.258
169,22642.195
170,20002.145
171,23598.535
172,19274.703
173,20802.645
174,23489.64
175,19477.66
176,18071.76
177,20228.031
178,47310.766
179,34345.42
180,41483.95
181,31032.6
182,38686.742
183,35743.14
184,45072.79
185,45229.65
186,50001.83
187,57901.69
188,51614.65
189,48184.477
190,41861.25
191,28342.941
192,22829.326
193,34284.96
194,26135.191
195,30321.262
196,25020.85
197,24796.344
198,19631.785
199,20478.426
200,27283.334
201,19751.207
202,28240.08
203,20873.785
204,19451.312
205,12921.843
206,32092.346
207,35469.234
208,17594.262
209,21955.486
210,23025.402
211,16138.837
212,6515.1104
213,16356.632
214,27660.21
215,19668.07
216,11927.636
217,13033.85
218,44680.54
219,33649.08
220,14085.468
221,27836.438
222,20123.371
223,29461.242
224,10225.06
225,18031.459
226,20851.342
227,19462.066
228,21006.31
229,14029.305
230,17228.098
231,16985.285
232,34427.953
233,33358.42
234,33375.734
235,27968.977
236,27338.621
237,26018.46
238,37587.137
239,31786.424
240,41010.836
241,41939.5
242,17955.328
243,20621.188
244,14110.988
245,19520.42
246,8241.409
247,15212.06
248,24250.656
249,23454.273
250,17443.139
251,14900.476
252,17596.273
253,16872.396
254,21683.182
255,18071.32
256,18279.438
257,14592.107
258,25256.531
259,26375.184
260,177507.64
261,185253.19
262,183498.27
263,177715.73
264,172024.72
265,173272.16
266,185910.62
267,179016.44
268,184114.88
269,184119.34
270,188586.16
271,182693.47
272,188358.77
273,194967.56
274,208130.22
275,207989.94
276,188729.6
277,192709.25
278,188861.89
279,183732.69
280,177975.47
281,185315.12
282,201560.69
283,195981.44
284,194368.97
285,201050.14
286,198805.69
287,211167.62
288,210546.56
289,215401.81
290,214984.86
291,219442.22
292,167203.22
293,174941.66
294,181468.14
295,187051.78
296,195533.53
297,189957.66
298,182536.16
299,182366.34
300,186066.6
301,174797.06
302,180171.45
303,191250.28
304,197287.06
305,194976.48
306,204719.78
307,203186.2
308,194326.62
309,186602.56
310,218698.9
311,158711.08
312,43724.68
313,32847.004
314,40973.395
315,19688.656
316,26456.992
317,28913.844
318,52141.586
319,46173.805
320,27808.502
321,22554.643
322,43297.336
323,49896.117
324,28473.848
325,29357.156
326,21114.094
327,27203.01
328,18585.076
329,28922.967
330,19804.535
331,27701.207
332,24615.576
333,28420.004
334,36561.777
335,33349.656
336,40326.305
337,32248.605
338,25064.3
339,28879.098
340,24690.541
341,19886.123
342,30187.012
343,31607.004
344,27738.264
345,35461.855
346,28839.412
347,16443.361
348,13840.639
349,23767.443
350,20322.27
351,18940.398
352,15070.244
353,16075.849
354,11480.972
355,13915.229
356,21923.05
357,23697.164
358,30437.443
359,18883.832
360,15506.52
361,10322.287
362,22462.309
363,40218.633
364,222651.61
365,223097.47
366,231403.23
367,235574.97
368,237706.36
369,233829.89
370,235996.3
371,222928.81
372,232533.67
373,232674.72
374,257739.69
375,261865.31
376,268132.7
377,259903.25
378,259092.03
379,273680.12
380,251605.25
381,260401.77
382,263483.03
383,257258.19
384,249652.12
385,237251.69
386,238552.28
387,240994.83
388,245796.53
389,286330.22
390,284808.5
391,265459.84
392,261325.34
393,288492.94
394,282005.66
395,288395.22
396,203408.22
397,248787.62
398,233778.97
399,262750.1
400,256985.06
401,254757.1
402,255660.81
403,248774.81
404,275983.44
405,241513.36
406,231390.06
407,251495.8
408,249758.2
409,251173.89
410,236356.52
411,226965.61
412,243528.64
413,212717.03
414,228431.97
415,154101.94
416,36241.992
417,36162.61
418,46597.03
419,31167.55
420,34454.754
421,40671.902
422,46050.957
423,42979.85
424,43414.11
425,45801.656
426,44641.355
427,44983.758
428,44748.28
429,52867.438
430,44417.594
431,56214.21
432,37326.496
433,50179.707
434,36318.863
435,96361.19
436,70389.91
437,46789.19
438,25492.729
439,33049.527
440,28787.848
441,27392.67
442,26872.883
443,24454.555
444,22912.28
445,21593.469
446,31123.373
447,24986.434
448,9015.694
449,23731.248
450,19657.39
451,15907.724
452,15826.108
453,23912.844
454,12924.606
455,15287.322
456,17771.516
457,19925.592
458,14664.218
459,13744.634
460,16188.563
461,16206.21
462,23781.062
463,24715.375
464,31411.715
465,22794.89
466,38968.023
467,41881.68
468,37816.89
469,41022.1
470,41250.67
471,39217.758
472,37320.13
473,41123.953
474,40848.97
475,36358.844
476,33675.41
477,38150.895
478,44902.035
479,37517.68
480,44884.938
481,43825.62
482,47184.457
483,58840.945
484,43437.688
485,45025.8
486,43437.77
487,45045.36
488,42212.305
489,42027.094
490,47242.406
491,50437.305
492,52334.047
493,55093.695
494,52071.203
495,49444.363
496,49862.4
497,54460.594
498,62442.4
499,65144.633
500,42315.07
501,53195.516
502,50462.766
503,50130.812
504,52046.62
505,44711.2
506,47782.22
507,48996.914
508,44845.844
509,48437.92
510,39942.758
511,47524.117
512,50026.434
513,44743.08
514,49809.953
515,43182.22
516,40727.434
517,36995.055
518,54623.32
519,71188.57
520,55823.664
521,37423.805
522,50638.87
523,51302.14
524,35249.887
525,48697.535
526,60630.004
527,51063.75
528,47359.133
529,48171.5
530,59703.773
531,54252.65
532,45326.684
533,45535.266
534,55804.535
535,71065.34
536,53530.395
537,62646.547
538,52355.26
539,49951.53
540,55389.39
541,55522.797
542,69520.69
543,61129.203
544,66027.18
545,71753.055
546,78446.59
547,68783.14
548,71094.484
549,79808.19
550,83030.11
551,81943.03
552,55910.344
553,77716.016
554,76396.695
555,50230.68
556,49169.33
557,57336.65
558,62053.168
559,52660.26
560,50175.113
561,48975.883
562,44046.92
563,46693.96
564,46522.4
565,48350.977
566,51044.836
567,53319.016
568,47512.09
569,42169.85
570,45759.11
571,65226.32
572,15871.213
573,18910.57
574,22625.848
575,19772.29
576,20790.395
577,20570.77
578,24869.637
579,18491.113
580,19312.523
581,22986.666
582,30782.395
583,28988.39
584,25346.875
585,24644.377
586,28491.176
587,39065.953
588,22350.691
589,37933.79
590,23899.33
591,29524.352
592,28886.883
593,29199.746
594,46780.09
595,44865.36
596,45191.406
597,45717.184
598,50047.42
599,63323.023
600,65409.242
601,59918.54
602,68646.45
603,67238.54
604,69694.66
605,74664.016
606,60849.824
607,49235.8
608,39054.53
609,31349.559
610,16620.715
611,17916.852
612,21125.016
613,21651.363
614,19321.602
615,18381.78
616,20222.094
617,19310.664
618,23446.594
619,18308.758
620,20457.27
621,17228.21
622,31321.441
623,38608.42
624,166040.12
625,159300.12
626,164948.02
627,153025.0
628,156250.72
629,152366.12
630,161166.83
631,160113.92
632,175153.7
633,172163.69
634,177653.7
635,148615.94
636,175077.88
637,156444.88
638,164399.25
639,177604.48
640,156128.47
641,182850.72
642,172195.5
643,164158.56
644,146614.88
645,169645.28
646,189413.0
647,187535.56
648,175551.52
649,174265.8
650,182067.45
651,178601.19
652,188490.69
653,197165.53
654,197375.88
655,211318.17
656,154719.72
657,164082.98
658,173017.47
659,177587.05
660,177684.72
661,171842.69
662,184598.48
663,154064.53
664,151245.73
665,151586.19
666,163205.89
667,156570.88
668,163696.38
669,152722.45
670,161312.97
671,147232.44
672,157123.1
673,149083.22
674,183462.61
675,137860.77
676,33375.867
677,41485.19
678,56828.67
679,31485.098
680,32260.81
681,34012.566
682,38840.668
683,28726.393
684,39529.43
685,45785.996
686,45337.062
687,43330.24
688,38634.008
689,40949.652
690,40214.508
691,54904.945
692,33946.63
693,56586.766
694,45920.22
695,50266.7
696,46735.2
697,47435.43
698,42553.258
699,43620.89
700,45445.945
701,48529.484
702,49126.836
703,46647.543
704,55069.703
705,38892.133
706,53125.156
707,43340.414
708,26415.379
709,37056.656
710,46853.027
711,44103.4
712,51693.508
713,55709.85
714,52632.895
715,50959.637
716,43677.383
717,50161.562
718,42180.844
719,39286.79
720,43198.613
721,46452.594
722,50891.86
723,40581.188
724,38328.016
725,39595.234
726,57790.336
727,52423.42
728,16746.523
729,19703.307
730,25363.285
731,17704.168
732,18961.299
733,21859.87
734,20219.895
735,19873.23
736,16650.309
737,23584.64
738,29697.94
739,19903.922
740,18960.5
741,20751.924
742,19492.129
743,24994.031
744,14777.945
745,26599.121
746,18786.605
747,21412.766
748,22001.057
749,17815.895
750,18796.432
751,15446.048
752,16548.723
753,21540.984
754,21008.688
755,19937.895
756,23422.64
757,19359.297
758,25107.793
759,21533.18
760,20345.727
761,28128.385
762,20155.953
763,15368.015
764,19097.416
765,23496.56
766,13080.687
767,13921.832
768,18462.367
769,16801.979
770,18055.035
771,16566.957
772,14582.257
773,11812.341
774,19088.807
775,16163.838
776,15141.1045
777,11235.035
778,19850.54
779,38089.24
780,14997.493
781,18191.36
782,24767.498
783,22045.104
784,21423.059
785,18916.105
786,26163.969
787,21819.377
788,19588.2
789,22934.582
790,30690.346
791,20380.77
792,25893.734
793,28769.922
794,20021.799
795,32941.562
796,21389.93
