index,Litres
0,35554.652
1,30019.07
2,37152.664
3,25267.627
4,26970.96
5,32293.443
6,38724.684
7,28730.633
8,32858.938
9,35432.43
10,38788.38
11,29348.273
12,31617.965
13,36273.01
14,36105.355
15,44830.01
16,30837.842
17,34450.74
18,36352.113
19,34613.12
20,33062.41
21,34292.926
22,48181.07
23,41832.24
24,43080.19
25,45836.05
26,51393.156
27,49031.55
28,50339.23
29,50745.59
30,54070.48
31,61845.027
32,57915.74
33,55149.215
34,48451.074
35,45091.285
36,48005.68
37,48803.223
38,38246.96
39,44009.816
40,38988.543
41,47329.918
42,47083.36
43,53751.28
44,45266.285
45,51077.52
46,43101.047
47,44054.387
48,42971.55
49,41303.797
50,47326.9
51,43348.07
52,31680.406
53,33112.527
54,38275.785
55,37295.51
56,33698.97
57,34459.367
58,38027.633
59,37608.77
60,40158.19
61,41804.8
62,45853.55
63,41566.465
64,43326.15
65,45978.695
66,44752.93
67,49931.844
68,39806.496
69,44376.258
70,36833.19
71,34977.45
72,29516.727
73,32745.463
74,60961.543
75,49238.38
76,55767.8
77,53923.81
78,55684.27
79,50896.652
80,59075.953
81,59229.113
82,68717.56
83,68908.59
84,85746.98
85,80627.38
86,63467.215
87,55324.734
88,50865.31
89,49535.07
90,46380.42
91,43779.29
92,43932.14
93,41218.504
94,35736.723
95,35765.86
96,37670.98
97,33374.223
98,36663.227
99,29557.348
100,36471.137
101,28274.697
102,41651.12
103,43096.312
104,24157.541
105,20061.656
106,21551.807
107,17988.629
108,9238.564
109,12737.775
110,13319.132
111,14990.788
112,18315.973
113,24900.793
114,21911.148
115,17505.035
116,15733.3125
117,20042.73
118,15810.291
119,19444.758
120,21954.44
121,27506.3
122,25113.588
123,18499.316
124,17537.588
125,16931.578
126,33607.254
127,43917.746
128,38118.637
129,26180.7
130,32692.04
131,25512.068
132,31833.566
133,28845.896
134,27299.152
135,32248.328
136,61464.043
137,86923.77
138,59169.99
139,34515.203
140,15815.427
141,16499.373
142,5782.4634
143,9671.161
144,8908.832
145,8961.634
146,11029.403
147,7337.7974
148,5046.5024
149,23768.033
150,16902.95
151,7672.7925
152,4339.1187
153,12905.2295
154,28774.299
155,36440.402
156,14746.541
157,17092.656
158,23438.51
159,9932.68
160,12043.98
161,12993.121
162,24516.752
163,14020.785
164,18974.14
165,15877.035
166,18600.875
167,15519.756
168,17056.842
