index,Litres
0,37507.39
1,31671.455
2,36628.812
3,28274.46
4,29611.428
5,30881.592
6,38015.582
7,33943.105
8,32828.855
9,33972.95
10,39346.062
11,33806.31
12,33420.516
13,34253.855
14,37254.03
15,36087.457
16,31743.723
17,35729.754
18,37693.58
19,36375.777
20,34935.88
21,35667.402
22,42200.36
23,40717.605
24,39108.3
25,41424.07
26,46136.207
27,39470.33
28,45648.863
29,45813.21
30,61820.254
31,44313.133
32,54957.49
33,43828.418
34,46140.184
35,44636.14
36,45409.97
37,44545.863
38,40091.305
39,41471.035
40,37616.652
41,45005.848
42,37120.69
43,51481.766
44,45537.73
45,46922.098
46,42354.41
47,45289.23
48,43083.66
49,44582.15
50,44498.113
51,40812.9
52,36965.26
53,32964.75
54,36787.934
55,38912.086
56,36379.94
57,35212.426
58,37572.387
59,40783.215
60,40951.02
61,41365.004
62,45528.91
63,44130.93
64,45012.246
65,44042.082
66,45521.02
67,41559.812
68,38247.633
69,44399.184
70,40400.832
71,36182.066
72,31889.291
73,34234.258
74,51665.945
75,49752.348
76,51781.156
77,48116.086
78,51443.457
79,41164.844
80,51772.12
81,54102.754
82,74483.18
83,48998.074
84,79692.26
85,68947.805
86,64505.293
87,52994.19
88,49491.133
89,47136.68
90,44794.535
91,43243.26
92,42485.465
93,39822.7
94,29989.71
95,35376.457
96,35575.082
97,33536.36
98,34006.48
99,31539.137
100,36617.652
101,33453.23
102,37511.695
103,37391.12
104,25085.635
105,22388.469
106,21903.475
107,19722.93
108,12926.083
109,13399.243
110,13342.737
111,18221.887
112,17635.932
113,23184.857
114,22518.953
115,21137.025
116,17922.54
117,19068.623
118,18132.21
119,18688.125
120,22900.943
121,28036.092
122,27778.389
123,20356.396
124,19998.98
125,22222.059
126,28038.527
127,39078.023
128,37401.035
129,26199.715
130,27035.941
131,22808.004
132,29027.9
133,27065.03
134,36777.934
135,29380.576
136,51717.516
137,70484.62
138,64536.926
139,36814.34
140,17509.736
141,16896.793
142,11582.1455
143,12218.765
144,11520.812
145,12514.45
146,13627.375
147,10953.263
148,9421.944
149,19975.469
150,19282.11
151,15212.239
152,7549.887
153,15830.26
154,25027.434
155,32684.668
156,16831.812
157,18873.787
158,22696.646
159,13610.306
160,15188.518
161,14074.7705
162,23356.61
163,19000.633
164,19521.75
165,14731.322
166,20089.479
167,18845.426
168,19512.012
169,20896.291
170,21571.008
171,21785.453
172,22523.074
173,22087.914
174,27901.004
175,21444.645
176,21190.188
177,24577.246
178,37408.293
179,37508.707
180,43484.805
181,30431.697
182,36659.996
183,32171.057
184,44377.676
185,45096.176
186,63096.023
187,44157.562
188,54485.76
189,43618.965
190,43936.754
191,35060.34
192,27199.883
193,31827.914
194,30724.39
195,35437.926
196,27205.922
197,28188.082
198,20561.379
199,23959.28
200,26678.188
201,23436.602
202,27588.254
203,23130.652
204,22368.793
205,17619.203
206,25554.047
207,30829.777
208,24035.32
209,22822.633
210,21533.52
211,19488.562
212,11704.157
213,13177.281
214,22575.617
215,26897.281
216,15556.307
217,10896.535
218,35748.676
219,39143.7
220,28013.96
221,24401.008
222,21066.438
223,27473.727
224,18365.441
225,18458.48
226,20451.422
227,22379.781
228,23231.178
229,22686.557
230,15599.983
231,16165.376
232,30337.445
233,32098.871
234,33800.88
235,25492.041
236,27400.469
237,25095.945
238,46085.27
239,29937.607
240,39586.836
241,34867.387
242,28048.799
243,22631.398
244,16087.889
245,20534.348
246,11926.323
247,17108.71
248,20966.098
249,26892.684
250,19962.902
251,18285.664
252,17448.592
253,17154.906
254,20759.258
255,19358.852
256,19612.78
257,18864.836
258,22122.488
259,22935.703
260,180340.88
261,183877.69
262,179050.16
263,177962.31
264,173548.12
265,168805.14
266,178457.94
267,179237.81
268,183830.44
269,180395.4
270,185558.0
271,184041.78
272,184807.92
273,188869.62
274,201790.62
275,191368.72
276,186379.53
277,187657.28
278,189285.33
279,182095.89
280,176252.78
281,139268.44
282,193426.47
283,193725.2
284,188020.53
285,188535.22
286,191412.11
287,193564.53
288,203879.6
289,206570.44
290,215130.53
291,182245.78
292,187539.08
293,160571.0
294,166988.56
295,182095.6
296,189195.44
297,184699.84
298,177960.64
299,176236.47
300,177765.94
301,172091.64
302,163335.17
303,181466.06
304,189873.83
305,189108.7
306,192826.86
307,196414.69
308,192092.86
309,187220.69
310,199557.47
311,164869.97
312,50193.73
313,41049.33
314,38154.863
315,26284.129
316,32144.04
317,27369.488
318,49404.066
319,52902.832
320,38975.4
321,24208.02
322,37523.926
323,51101.605
324,39420.63
325,32166.338
326,22787.355
327,22784.945
328,21458.316
329,28930.035
330,25513.27
331,28780.652
332,26239.203
333,28814.229
334,35102.32
335,35834.887
336,38330.023
337,33738.87
338,28525.75
339,24934.463
340,25644.947
341,24193.688
342,37247.062
343,29709.943
344,38065.684
345,28506.324
346,30891.045
347,22817.594
348,17794.422
349,20754.867
350,23145.79
351,24716.838
352,17448.1
353,17579.055
354,12589.292
355,16920.49
356,21023.428
357,24370.902
358,29241.303
359,23055.703
360,19012.91
361,14442.671
362,17654.61
363,31713.602
364,221786.22
365,219123.23
366,224411.77
367,229497.53
368,234993.62
369,228358.67
370,228249.3
371,221647.03
372,228527.16
373,226533.94
374,247452.16
375,256582.22
376,262581.22
377,253868.0
378,252886.78
379,249764.97
380,246340.72
381,252997.95
382,257315.98
383,252999.86
384,245734.84
385,191700.98
386,232081.72
387,233136.66
388,234917.02
389,263435.16
390,272605.88
391,255127.02
392,251339.31
393,267794.78
394,281930.8
395,249289.81
396,226771.61
397,223511.3
398,218727.69
399,253584.81
400,246677.22
401,248453.73
402,243949.19
403,241018.3
404,259124.84
405,239170.62
406,218316.27
407,233295.7
408,241115.67
409,244107.75
410,226293.14
411,221626.97
412,231083.73
413,217510.72
414,215594.6
415,159474.5
416,46444.68
417,39975.754
418,44721.55
419,40732.62
420,42570.848
421,42134.02
422,49332.324
423,51169.06
424,49196.496
425,49038.74
426,48382.145
427,49421.617
428,50611.293
429,55257.613
430,50748.125
431,47094.62
432,42028.27
433,52405.81
434,44041.316
435,84395.98
436,75695.64
437,51436.31
438,27045.805
439,31938.305
440,28831.07
441,28700.201
442,25896.54
443,22639.207
444,24194.309
445,23311.7
446,38785.547
447,27951.188
448,22009.254
449,20530.633
450,19554.56
451,21060.014
452,17871.79
453,22373.85
454,17521.31
455,19309.977
456,17316.244
457,21855.537
458,16060.685
459,17521.992
460,15599.513
461,16636.36
462,21466.57
463,26486.781
464,33564.52
465,30520.766
466,34476.97
467,37942.55
468,43372.035
469,42514.848
470,40419.363
471,41351.72
472,40454.387
473,39595.94
474,39950.098
475,39379.395
476,36794.62
477,37835.273
478,42417.59
479,44214.613
480,44984.082
481,42834.52
482,48416.355
483,45671.19
484,46290.527
485,46055.984
486,47199.14
487,45205.926
488,45958.926
489,38749.965
490,46029.848
491,50314.504
492,50074.363
493,50037.555
