index,Litres
0,34466.24
1,33076.8
2,39057.59
3,24949.56
4,25656.158
5,32090.635
6,36461.94
7,24472.758
8,30942.379
9,34078.46
10,37800.93
11,28552.477
12,28680.67
13,35105.074
14,31588.244
15,44227.258
16,23490.398
17,31403.684
18,26812.523
19,30736.328
20,31995.072
21,32516.73
22,45151.367
23,35810.58
24,38621.04
25,42940.758
26,46351.734
27,45563.023
28,46020.062
29,47257.848
30,49019.414
31,61569.023
32,48724.89
33,48942.47
34,40888.902
35,37787.16
36,41794.83
37,44395.336
38,31646.854
39,39781.164
40,34805.883
41,43159.96
42,44055.574
43,48143.074
44,39083.75
45,46417.824
46,38006.1
47,43073.297
48,41536.63
49,39071.652
50,49330.676
51,39991.47
52,30669.223
53,36634.15
54,39709.668
55,36457.875
56,32302.291
57,33288.72
58,36400.047
59,33696.895
60,38257.055
61,40091.375
62,45103.516
63,40897.957
64,40259.152
65,44454.29
66,40125.695
67,49444.89
68,34366.17
69,41117.902
70,26187.664
71,31290.496
72,28817.229
73,30404.762
74,59021.168
75,43260.043
76,50844.14
77,50900.438
78,50358.58
79,47578.965
80,55039.023
81,55477.598
82,63288.844
83,68674.2
84,80162.2
85,76656.086
86,54016.594
87,48328.867
88,45325.242
89,44717.56
90,40113.83
91,38954.152
92,39985.656
93,36490.92
94,32413.121
95,30724.523
96,32212.078
97,28020.398
98,32619.695
99,28055.05
100,35906.14
101,27423.871
102,43760.49
103,39956.06
104,23713.426
105,22953.193
106,23908.557
107,19123.76
108,10039.276
109,14266.676
110,15447.746
111,13853.172
112,16330.843
113,22813.105
114,22027.195
115,17272.69
116,16867.549
117,21265.242
118,16491.787
119,19833.479
120,17685.594
121,26318.027
122,14164.552
123,17565.695
124,18440.148
125,14273.102
126,32753.45
127,39661.785
128,33249.316
129,23195.293
130,30309.572
131,24904.486
132,29515.732
133,29391.19
134,26222.48
135,30760.875
136,55247.645
137,85421.28
138,48085.195
139,25156.193
140,14518.589
141,15338.726
142,6705.8696
143,13040.817
144,10401.243
145,10436.589
146,9992.978
147,9552.834
148,6529.1304
149,23651.531
150,14942.282
151,10443.014
152,8637.066
153,18142.152
154,32324.475
155,33639.574
156,15748.075
157,20296.725
158,26095.096
159,10358.843
160,12952.702
161,14389.808
162,23506.066
163,11357.997
164,16271.562
165,13618.065
166,19923.898
167,15980.974
168,16524.848
169,22354.363
170,18815.246
171,20742.484
172,14417.519
173,19999.3
174,15312.357
175,17417.93
176,16158.935
177,13235.333
178,47021.523
179,32409.586
180,41186.82
181,29124.271
182,37389.332
183,36205.81
184,45179.66
185,46053.29
186,50641.92
187,57980.86
188,48249.062
189,46714.14
190,37931.336
191,25005.05
192,21270.697
193,32839.39
194,24014.766
195,30341.258
196,23015.625
197,23574.213
198,16058.725
199,19549.5
200,24267.988
201,16176.988
202,27086.193
203,18692.982
204,17668.146
205,12953.427
206,33645.266
207,33442.133
208,18719.52
209,24358.506
210,24308.844
211,16180.416
212,7206.319
213,15507.565
214,26070.176
215,18186.055
216,9378.681
217,11236.612
218,45038.406
219,33809.285
220,15769.722
221,28195.502
222,17590.04
223,28978.453
224,6196.27
225,18885.496
226,11359.698
227,17865.266
228,19107.19
229,7614.146
230,19060.46
231,16564.082
232,32877.03
233,31599.262
234,31960.625
235,27740.383
236,27421.387
237,26513.223
238,38524.37
239,28097.771
240,37978.773
241,39648.125
242,13700.768
243,17968.602
244,12434.361
245,17453.934
246,6807.112
247,16011.723
248,21157.414
249,22056.73
250,13599.89
251,13947.944
252,14319.11
253,13332.591
254,19511.977
255,16193.515
256,16505.037
257,14554.4
258,26415.238
259,24110.762
260,183977.02
261,190479.77
262,188440.14
263,181634.22
264,177673.62
265,179240.06
266,191254.02
267,183834.19
268,190500.12
269,189697.84
270,194754.56
271,185834.47
272,194836.44
273,201126.3
274,213543.97
275,214578.27
276,192915.22
277,200715.36
278,192108.84
279,189521.78
280,181245.56
281,190349.39
282,206567.66
283,200764.52
284,200044.62
285,204438.94
286,203865.4
287,216412.19
288,216002.5
289,220347.33
290,218984.5
291,225573.69
292,170291.84
293,185218.89
294,183440.5
295,191229.11
296,201317.25
297,193671.83
298,186904.36
299,187553.12
300,189540.03
301,178597.48
302,183789.25
303,196310.95
304,201966.11
305,199848.94
306,210810.78
307,208672.69
308,200072.47
309,192866.52
310,226934.83
311,160535.0
312,48238.32
313,39827.523
314,44699.43
315,20586.02
316,28982.281
317,29011.436
318,54266.33
319,47904.68
320,27450.95
321,21341.746
322,42785.29
323,53719.34
324,29058.836
325,30242.076
326,20160.146
327,26349.457
328,16728.799
329,29135.562
330,12515.853
331,27138.799
332,24132.697
333,26114.164
334,35170.47
335,32746.318
336,40049.145
337,31670.953
338,24751.387
339,30708.787
340,26214.07
341,22684.807
342,31477.879
343,29159.139
344,25771.52
345,35637.508
346,26408.66
347,15311.563
348,14712.9375
349,22649.957
350,18643.365
351,19713.36
352,13954.619
353,15684.562
354,8859.779
355,14853.69
356,20043.871
357,22120.607
358,30456.854
359,18495.555
360,16770.54
361,12787.239
362,25778.408
363,37844.453
364,231064.81
365,229410.36
366,238262.34
367,241507.66
368,245669.05
369,242157.56
370,243371.81
371,229565.08
372,240931.22
373,239953.27
374,267162.0
375,267602.62
376,277797.0
377,268744.3
378,266543.75
379,283186.25
380,258221.02
381,271120.44
382,270209.3
383,265872.8
384,255708.92
385,245815.56
386,245126.28
387,247443.62
388,253105.02
389,292805.8
390,292707.7
391,273013.56
392,269021.12
393,295681.56
394,288769.6
395,298387.12
396,208161.58
397,262230.94
398,237035.86
399,270381.53
400,264672.78
401,261109.03
402,262781.75
403,256665.98
404,282983.3
405,247804.6
406,237847.42
407,258749.47
408,256485.06
409,258923.34
410,243833.66
411,233624.16
412,251023.92
413,219659.39
414,237588.12
415,155743.0
416,40586.395
417,41788.496
418,50415.906
419,34593.562
420,37970.227
421,42330.75
422,47983.29
423,44311.285
424,44676.984
425,47578.89
426,45979.688
427,48315.406
428,45733.355
429,53925.46
430,44296.508
431,58452.184
432,37373.754
433,51659.78
434,29156.404
435,98225.97
436,69057.65
437,51440.18
438,24833.424
439,32005.262
440,27492.043
441,26629.55
442,25780.303
443,25246.28
444,24378.549
445,23514.379
446,32117.988
447,22007.162
448,11449.313
449,24294.332
450,15682.083
451,14337.524
452,15560.698
453,21911.45
454,11478.86
455,16437.246
456,15662.795
457,19007.207
458,10745.314
459,13711.509
460,13324.536
461,13319.297
462,22843.414
463,24375.398
464,32787.484
465,24731.252
466,42710.72
467,41616.54
468,39552.93
469,43833.336
470,43304.945
471,40695.72
472,39326.777
473,42869.125
474,41554.734
475,37777.086
476,33757.1
477,37580.11
478,42587.88
479,40035.93
480,43773.797
481,42036.348
482,44367.562
483,56798.824
484,39165.715
485,45893.68
486,36867.523
487,43940.332
488,41061.016
489,40510.375
490,45125.938
491,49711.047
492,51797.62
493,53672.133
494,50174.6
495,51168.977
496,50054.137
497,55628.2
498,62883.477
499,63262.93
500,38791.047
501,56251.375
502,47959.35
503,48784.21
504,51243.188
505,44342.58
506,46783.42
507,45396.58
508,43465.62
509,46807.68
510,37957.117
511,45792.68
512,46713.02
513,41893.293
514,47484.008
515,43553.113
516,41916.734
517,37756.105
518,56391.273
519,68075.41
520,57313.8
521,40832.555
522,51490.875
523,50378.027
524,37163.79
525,49271.594
526,57516.44
527,48840.09
528,46262.14
529,46657.203
530,57090.805
531,54434.07
532,43227.93
533,43444.78
534,51781.473
535,69749.06
536,49244.29
537,63787.26
538,46180.26
539,48197.465
540,52501.72
541,52318.023
542,68500.766
543,60105.32
544,65960.91
545,70107.42
546,78077.28
547,67980.47
548,70277.2
549,79239.37
550,82390.25
551,81807.51
552,52901.703
553,83040.41
554,75546.11
555,49333.562
556,48821.742
557,55656.324
558,60366.59
559,50402.273
560,48662.97
561,47123.13
562,41547.332
563,44851.81
564,43274.402
565,45511.793
566,48612.953
567,52043.516
568,47120.547
569,41778.324
570,49155.49
571,61990.29
572,17731.596
573,20805.598
574,23901.61
575,19617.996
576,21699.582
577,20306.178
578,24659.469
579,17296.617
580,17046.506
581,20833.914
582,30354.06
583,30184.826
584,25690.402
585,24648.688
586,27921.602
587,39563.656
588,18898.025
589,38907.82
590,14770.017
591,29102.096
592,27609.111
593,25938.723
594,46846.027
595,44947.953
596,45374.504
597,46205.6
598,49972.97
599,65513.02
600,66156.61
601,61211.887
602,69563.97
603,69499.1
604,69429.09
605,77307.445
606,58862.867
607,47828.227
608,39099.633
609,31036.664
610,14942.563
611,18575.447
612,19201.527
613,20781.635
614,16443.43
615,18604.201
616,18091.773
617,17081.633
618,22627.672
619,17215.637
620,20200.965
621,17790.668
622,33820.938
623,37438.77
624,172253.25
625,163557.62
626,169330.19
627,155881.28
628,161433.38
629,157444.31
630,165696.16
631,164257.1
632,181059.45
633,177229.6
634,183315.94
635,150490.3
636,181078.89
637,160305.58
638,168648.97
639,182914.56
640,158625.22
641,190751.22
642,174181.4
643,169325.44
